UMAP1,UMAP2,Group,Sensitivity,Intensity_LowerQuartileIntensity_pLCK,pLCK_x_AreaShape_Area,subtype
11.255208,13.187346,SJ7,1,0.002489954,4.460173839,TLX3
11.775175,5.9710693,SJ7,1,-0.004666527,-0.0056052,TLX3
9.166416,7.6674676,SJ7,1,-0.005124298,-0.606946403,TLX3
11.770944,7.408297,SJ7,1,-0.007107971,-0.0050568,TLX3
8.092123,7.9477844,SJ7,1,-0.004086684,-0.244603348,TLX3
11.361819,12.752772,SJ7,1,-0.000455037,5.968403272,TLX3
10.411891,5.5880485,SJ7,1,-0.006375538,0.0025424,TLX3
13.053935,10.294561,SJ7,1,0.00162019,2.781526296,TLX3
10.261371,13.316984,SJ7,1,-0.000119339,1.50725958,TLX3
8.998232,8.6258955,SJ7,1,-0.004040907,0.65771708,TLX3
10.134768,12.642596,SJ7,1,0.0010556,4.1879449,TLX3
9.20045,13.345539,SJ7,1,0.000246878,2.830100559,TLX3
12.544519,11.936089,SJ7,1,0.002306846,2.5514463,TLX3
8.892355,13.7727995,SJ7,1,0.007113439,2.08865871,TLX3
10.059694,14.174097,SJ7,1,0.015536418,15.46568803,TLX3
10.907721,13.159834,SJ7,1,0.003390236,4.19118742,TLX3
10.887177,13.772095,SJ7,1,-0.001355319,5.764391925,TLX3
10.99366,7.1900506,SJ7,1,-0.006131393,-0.86463596,TLX3
9.309182,12.099706,SJ7,1,-0.001553687,0.3354939,TLX3
10.880962,13.843956,SJ7,1,0.005160283,6.795935433,TLX3
9.320977,8.274495,SJ7,1,-1.25E-05,1.230176358,TLX3
10.628635,13.287114,SJ7,1,-0.000607627,2.223464966,TLX3
9.384609,7.224824,SJ7,1,-0.003934094,-0.20040468,TLX3
9.916401,11.56668,SJ7,1,-0.001797831,1.936241968,TLX3
10.512777,13.182048,SJ7,1,-0.000638145,1.41329192,TLX3
10.871649,13.89469,SJ7,1,0.002413659,4.515806344,TLX3
12.8206415,11.379148,SJ7,1,-0.000577109,0.965335872,TLX3
11.479441,6.597281,SJ7,1,-0.002835445,0.138540064,TLX3
11.907425,9.354075,SJ7,1,-0.001477392,2.117049901,TLX3
8.481023,8.289132,SJ7,1,-0.005673623,0.44461305,TLX3
11.640383,12.873883,SJ7,1,-0.001431615,2.227330462,TLX3
11.9766,12.570003,SJ7,1,0.003893784,4.613903238,TLX3
10.252309,13.7397585,SJ7,1,-0.001904644,1.835738905,TLX3
12.114835,12.903254,SJ7,1,0.000887757,4.740694492,TLX3
8.028089,9.460494,SJ7,1,-0.005276888,-0.662256128,TLX3
9.422222,13.820821,SJ7,1,0.007296547,6.75226332,TLX3
11.286475,6.9063272,SJ7,1,-0.005582069,-0.556544352,TLX3
11.876006,7.507441,SJ7,1,-0.00384254,-0.541488464,TLX3
12.297595,8.175351,SJ7,1,-0.001263765,1.493205275,TLX3
8.87075,7.7282476,SJ7,1,-0.006085616,-0.317167417,TLX3
12.130724,10.251614,SJ7,1,-0.003750986,0.39299296,TLX3
13.257967,8.536595,SJ7,1,-0.001996198,1.378880502,TLX3
13.197701,10.95741,SJ7,1,0.005267096,6.936389205,TLX3
9.06695,13.8057375,SJ7,1,0.0010861,1.50006099,TLX3
11.2054,13.551632,SJ7,1,0.002108478,4.29325169,TLX3
10.729027,12.353128,SJ7,1,0.000613094,4.469970618,TLX3
11.223429,7.1550546,SJ7,1,-0.00368995,-0.105679086,TLX3
11.72959,8.289054,SJ7,1,-0.004254534,0.505294755,TLX3
11.605571,7.242435,SJ7,1,-0.00399513,-0.168325664,TLX3
10.4677305,7.4026875,SJ7,1,-0.006146652,-1.307817735,TLX3
11.553345,5.6976194,SJ7,1,-0.005276888,-0.116834112,TLX3
11.081529,13.202351,SJ7,1,0.00302402,2.200817598,TLX3
10.783905,14.032213,SJ7,1,0.000811462,6.340563088,TLX3
8.753403,8.042804,SJ7,1,-0.005215852,-0.383759888,TLX3
9.265448,13.479108,SJ7,1,-0.001248506,1.046372232,TLX3
12.701539,10.677565,SJ7,1,0.003878525,9.763512,TLX3
9.645416,5.808727,SJ7,1,-0.005337924,-0.41916102,TLX3
11.725493,12.56695,SJ7,1,0.001574413,2.049823455,TLX3
12.002308,12.714582,SJ7,1,0.000704648,3.26110716,TLX3
11.655622,7.911424,SJ7,1,-0.002225084,1.377719304,TLX3
12.933799,8.444351,SJ7,1,-0.002698113,1.516305149,TLX3
10.040637,12.277107,SJ7,1,-0.000592368,2.136656505,TLX3
12.213426,7.592708,SJ7,1,-0.005017485,-0.014972177,TLX3
11.330958,10.14488,SJ7,1,-0.001614723,2.03971878,TLX3
10.202592,11.382826,SJ7,1,-0.000958585,2.868394002,TLX3
11.507384,13.26202,SJ7,1,0.001177678,8.7463512,TLX3
11.076263,8.535563,SJ7,1,-0.00243871,0.896497847,TLX3
10.088631,6.6651354,SJ7,1,-0.005215852,-0.22462368,TLX3
11.910873,13.073979,SJ7,1,0.011141819,4.555983632,TLX3
8.836589,7.5162306,SJ7,1,-0.003461064,0.134036337,TLX3
12.974718,7.85795,SJ7,1,-0.000775477,5.119604273,TLX3
11.237594,9.502544,SJ7,1,-0.002041975,0.799408532,TLX3
8.646883,5.7779374,SJ7,1,-0.004788599,-0.278578784,TLX3
10.10764,5.376207,SJ7,1,-0.004910672,-0.04880139,TLX3
11.366456,7.9137454,SJ7,1,-0.006680718,-0.440664565,TLX3
9.700274,14.052434,SJ7,1,0.002840912,4.49423933,TLX3
10.086069,13.54184,SJ7,1,0.001391304,5.91779916,TLX3
8.760552,13.269577,SJ7,1,0.006625149,3.523917725,TLX3
9.891079,14.227877,SJ7,1,0.006503077,14.70305648,TLX3
12.62813,12.2686615,SJ7,1,0.007876389,9.828012236,TLX3
9.092893,8.753634,SJ7,1,-0.005154816,-0.527925808,TLX3
11.58265,6.244121,SJ7,1,-0.003644173,-0.098814551,TLX3
9.770261,14.091606,SJ7,1,0.009493846,7.578012602,TLX3
8.7759905,13.886723,SJ7,1,0.005770644,7.379729029,TLX3
10.380853,6.4436398,SJ7,1,-0.003812022,0.27279516,TLX3
7.8590584,8.936731,SJ7,1,-0.007916699,-1.325016363,TLX3
11.111651,6.851369,SJ7,1,-0.004178239,-0.298944534,TLX3
10.205195,13.493785,SJ7,1,0.003634381,11.67243781,TLX3
9.3311405,7.3057857,SJ7,1,-0.002988035,0.639617724,TLX3
9.907193,12.780786,SJ7,1,-0.000790736,2.19058079,TLX3
12.732785,11.632847,SJ7,1,0.001864334,2.46883512,TLX3
11.115412,11.729893,SJ7,1,0.0009488,2.027558992,TLX3
7.9731765,9.210759,SJ7,1,-0.002774409,0.03076134,TLX3
13.269798,9.203289,SJ7,1,-0.001309542,1.12208772,TLX3
8.464128,8.985059,SJ7,1,-0.00196568,0.124968519,TLX3
11.682731,13.212544,SJ7,1,0.000155324,2.368524648,TLX3
10.864289,8.370716,SJ7,1,-0.002530264,2.4367915,TLX3
11.995858,7.8248615,SJ7,1,-0.004788599,-0.09850491,TLX3
10.609166,5.607944,SJ7,1,-0.003964612,0.315119096,TLX3
11.808097,10.924028,SJ7,1,0.003695417,5.071051994,TLX3
10.923689,13.171955,SJ7,1,0.000719907,2.606071797,TLX3
10.236985,11.604967,SJ7,1,-0.00088229,5.85628542,TLX3
12.196912,10.635959,SJ7,1,-0.002652336,0.483523128,TLX3
8.863745,13.002949,SJ7,1,-0.001309542,1.89473152,TLX3
11.9420395,11.679384,SJ7,1,0.004855103,4.983244064,TLX3
9.8377075,13.740623,SJ7,1,0.00630471,8.792091271,TLX3
9.71815,9.36125,SJ7,1,-0.002835445,0.573266113,TLX3
10.877097,12.985822,SJ7,1,0.000292655,2.031534869,TLX3
8.703956,8.756817,SJ7,1,-0.003628914,0.725510048,TLX3
11.6364355,12.9970045,SJ7,1,0.01019576,3.273101001,TLX3
13.207873,10.458624,SJ7,1,-0.001156952,0.851353545,TLX3
10.892667,8.944456,SJ7,1,-0.001370579,3.81871294,TLX3
12.287911,10.610439,SJ7,1,-0.002377674,1.60929903,TLX3
11.655687,7.8502517,SJ7,1,-0.00649761,-0.454535701,TLX3
8.520594,8.49437,SJ7,1,-0.002682854,0.565255321,TLX3
11.856627,13.012381,SJ7,1,0.005587536,9.920074752,TLX3
10.232666,10.430363,SJ7,1,-0.001004362,1.649660106,TLX3
11.259811,12.415979,SJ7,1,-0.001828349,1.649479956,TLX3
12.0833645,11.613802,SJ7,1,-0.000867031,0.803013961,TLX3
7.8975844,7.749425,SJ7,1,-0.007474187,-0.366387019,TLX3
12.125883,8.448818,SJ7,1,-0.001279024,4.434942916,TLX3
8.051957,10.325538,SJ7,1,-0.004178239,-0.16260675,TLX3
12.290566,11.874437,SJ7,1,0.000460504,3.080831535,TLX3
12.689694,10.849733,SJ7,1,-0.001553687,0.882857304,TLX3
12.750127,11.397038,SJ7,1,0.004794066,3.994992848,TLX3
9.395282,11.1957245,SJ7,1,-0.002637077,2.811765645,TLX3
8.992624,12.625811,SJ7,1,0.004855103,1.86709796,TLX3
13.32268,9.14326,SJ7,1,-0.002667595,0.98552833,TLX3
13.107917,11.018989,SJ7,1,0.002047442,3.577512076,TLX3
12.213694,11.099064,SJ7,1,-0.003796763,0.713409309,TLX3
8.489394,10.99121,SJ7,1,-2.78E-05,2.200383288,TLX3
11.195984,12.4593525,SJ7,1,0.00270358,3.56056291,TLX3
11.542419,13.470177,SJ7,1,0.000689389,4.085502754,TLX3
10.496329,12.947137,SJ7,1,0.006075825,13.1400317,TLX3
12.692106,11.717905,SJ7,1,0.000689389,1.94509083,TLX3
11.146342,7.121086,SJ7,1,-0.006390797,-0.610092015,TLX3
9.911367,13.930622,SJ7,1,0.007357582,8.4967293,TLX3
8.483746,11.989314,SJ7,1,-0.002652336,1.1628487,TLX3
11.398983,13.23879,SJ7,1,0.004610958,3.324107666,TLX3
9.833916,13.763211,SJ7,1,0.001559154,7.50210573,TLX3
9.3134985,14.078717,SJ7,1,0.005709609,2.99521032,TLX3
10.829663,11.621902,SJ7,1,-0.001065398,2.507589684,TLX3
10.3674345,13.645131,SJ7,1,-0.000363483,3.591414015,TLX3
11.284549,11.26335,SJ7,1,-0.003003294,0.850997664,TLX3
10.219331,5.043678,SJ7,1,-0.006253466,-0.61310778,TLX3
9.075894,9.3402195,SJ7,1,-0.005200593,0.179440098,TLX3
11.749782,8.178636,SJ7,1,-0.005612587,-0.074775271,TLX3
11.066422,13.406266,SJ7,1,0.001559154,4.238741029,TLX3
7.7413425,9.451127,SJ7,1,-0.007169007,-1.972002144,TLX3
12.118579,8.082058,SJ7,1,-0.003934094,0.289828816,TLX3
10.67903,13.381421,SJ7,1,0.004122669,8.49949616,TLX3
8.499148,8.236881,SJ7,1,-0.003934094,0.75436144,TLX3
11.71333,12.90388,SJ7,1,0.012820313,4.966558636,TLX3
8.551411,11.609697,SJ7,1,-0.001919903,1.053490886,TLX3
8.992358,6.576589,SJ7,1,-0.006039839,-0.870688254,TLX3
12.222819,11.332107,SJ7,1,-0.000271929,1.35932063,TLX3
13.334722,9.46471,SJ7,1,-0.000485555,1.752858756,TLX3
8.834476,13.6725445,SJ7,1,0.00287143,3.005029283,TLX3
12.491769,10.915815,SJ7,1,-0.000668663,4.266318828,TLX3
11.667106,13.2201805,SJ7,1,0.00270358,5.463141717,TLX3
11.446272,12.991999,SJ7,1,3.33E-05,2.183147666,TLX3
7.90626,9.713074,SJ7,1,-0.007352115,-1.09271698,TLX3
10.377526,14.194597,SJ7,1,0.00584694,12.31246035,TLX3
8.634672,8.35013,SJ7,1,-0.003171143,0.9257313,TLX3
11.592392,9.736325,SJ7,1,0.001162419,3.958537968,TLX3
11.294697,9.816448,SJ7,1,-0.001050139,1.008962929,TLX3
12.636342,11.572784,SJ7,1,0.00192537,2.070246354,TLX3
7.940723,11.586176,SJ7,1,-0.005337924,0.169716501,TLX3
9.731703,6.7626534,SJ7,1,-0.007092712,-0.64675338,TLX3
9.211547,13.96024,SJ7,1,0.01317127,8.228130747,TLX3
11.393631,13.212829,SJ7,1,0.003725935,2.221236406,TLX3
12.119967,10.2204895,SJ7,1,-0.000744959,3.575369577,TLX3
10.015052,13.171481,SJ7,1,0.000719907,0.955536885,TLX3
8.29616,13.107074,SJ7,1,-0.001736795,1.75827615,TLX3
9.743052,5.5503287,SJ7,1,-0.005475255,0.034925935,TLX3
11.830033,13.237194,SJ7,1,0.005969012,10.51424371,TLX3
11.57514,12.371174,SJ7,1,-0.002331897,0.528216206,TLX3
12.100199,11.916717,SJ7,1,0.003054538,5.53671247,TLX3
10.249906,13.465752,SJ7,1,0.003542827,5.821767812,TLX3
9.403564,6.564498,SJ7,1,-0.004422383,0.73151976,TLX3
12.236322,7.2437425,SJ7,1,-0.005627846,-0.635735364,TLX3
11.059975,12.597868,SJ7,1,0.001498118,5.86343264,TLX3
9.500747,13.688011,SJ7,1,0.002657803,5.614311375,TLX3
8.641716,11.813254,SJ7,1,-0.002515005,0.956090417,TLX3
11.522717,9.907643,SJ7,1,-0.000531332,1.8489211,TLX3
11.437202,13.252629,SJ7,1,0.001315009,3.32860193,TLX3
10.8373575,12.624248,SJ7,1,-0.000271929,2.04352838,TLX3
8.902651,10.318938,SJ7,1,-0.001767313,0.676820586,TLX3
10.955304,7.8320813,SJ7,1,-0.001492651,2.156290864,TLX3
10.313535,5.2279515,SJ7,1,-0.00494119,-0.0026219,TLX3
10.178587,5.870295,SJ7,1,-0.004895413,-0.081432857,TLX3
10.567449,14.242423,SJ7,1,0.002047442,10.76942756,TLX3
10.51582,13.621967,SJ7,1,-8.88E-05,1.29620784,TLX3
9.541612,7.319761,SJ7,1,-0.006955381,-1.104268754,TLX3
11.130766,12.943087,SJ7,1,-0.002728631,0.777861381,TLX3
9.8225,13.641085,SJ7,1,0.007311806,12.59985548,TLX3
9.665359,13.743043,SJ7,1,-0.001828349,0.49045158,TLX3
12.069917,10.258633,SJ7,1,-0.002896481,0.781362612,TLX3
13.287323,7.980236,SJ7,1,-0.003018553,1.101813126,TLX3
13.113032,8.954387,SJ7,1,-0.003613655,0.209568524,TLX3
10.525419,7.0997853,SJ7,1,-0.005475255,-0.070953826,TLX3
10.245869,13.963364,SJ7,1,0.007754318,6.112436819,TLX3
11.131348,11.073798,SJ7,1,-0.003934094,0.257796598,TLX3
9.773263,9.695196,SJ7,1,-0.004681786,0.166709559,TLX3
9.914767,13.684005,SJ7,1,0.006197897,4.902174207,TLX3
11.838563,13.153547,SJ7,1,0.006625149,3.489885672,TLX3
9.784616,13.771163,SJ7,1,0.001818557,3.324238185,TLX3
10.705621,11.119706,SJ7,1,-0.001156952,1.98931941,TLX3
10.702907,8.897027,SJ7,1,-0.001523169,0.936006822,TLX3
11.32774,7.9713054,SJ7,1,-0.006375538,-1.05034839,TLX3
10.7872715,5.616773,SJ7,1,-0.004544455,0.01910934,TLX3
11.351041,6.3013973,SJ7,1,-0.005063262,-0.30370912,TLX3
8.613625,9.155085,SJ7,1,-0.00368995,1.32201984,TLX3
10.41193,5.6547213,SJ7,1,-0.006680718,-0.72273035,TLX3
11.869187,9.99552,SJ7,1,0.0010556,4.084901712,TLX3
11.861591,12.289072,SJ7,1,0.002810393,7.011931679,TLX3
11.4903965,9.454886,SJ7,1,-0.002255602,2.073691706,TLX3
11.199386,8.595663,SJ7,1,-0.002804927,0.045073875,TLX3
10.577334,13.793653,SJ7,1,0.016863953,11.0178451,TLX3
12.118747,8.991102,SJ7,1,-0.003476324,1.080531516,TLX3
11.165904,5.299559,SJ7,1,-0.006512869,-0.568853728,TLX3
11.08576,6.038229,SJ7,1,-0.005337924,-0.650739632,TLX3
11.569427,6.6245584,SJ7,1,-0.004529196,0.272425812,TLX3
11.051165,8.371779,SJ7,1,-0.001126434,1.160779296,TLX3
8.768748,7.0084925,SJ7,1,-0.004117202,-0.428906322,TLX3
11.301321,11.74455,SJ7,1,-0.000653404,3.061372405,TLX3
11.133707,6.316912,SJ7,1,-0.003644173,-0.0103342,TLX3
8.514198,12.93465,SJ7,1,0.003207128,3.29987665,TLX3
10.826828,12.940638,SJ7,1,-0.001248506,3.75331112,TLX3
13.085572,11.226351,SJ7,1,0.000765685,3.130512022,TLX3
9.370891,7.8307033,SJ7,1,-0.001736795,0.82587275,TLX3
10.424146,11.566424,SJ7,1,-0.001553687,4.381789225,TLX3
11.935072,13.116401,SJ7,1,0.009615918,8.04322838,TLX3
8.556508,7.4647174,SJ7,1,-0.004300311,-0.1724547,TLX3
7.4523673,9.40143,SJ7,1,-0.007382633,-0.912893666,TLX3
11.516151,6.076207,SJ7,1,-0.004864895,-0.146520195,TLX3
10.472282,10.106132,SJ7,1,-0.002026716,0.617072796,TLX3
9.19642,13.711267,SJ7,1,0.000399468,3.37015285,TLX3
12.598344,9.324745,SJ7,1,-0.001385838,0.726664806,TLX3
12.967632,10.462241,SJ7,1,-0.002225084,1.489801599,TLX3
12.989967,10.536761,SJ7,1,0.002413659,3.9642615,TLX3
10.057598,13.301632,SJ7,1,0.005099248,6.363298025,TLX3
8.527422,8.936014,SJ7,1,-0.003262697,0.284692344,TLX3
10.530572,7.477899,SJ7,1,-0.002621818,1.219011822,TLX3
10.815605,9.551346,SJ7,1,-0.002225084,1.251589536,TLX3
8.012263,9.856846,SJ7,1,-0.004819117,-0.588376419,TLX3
11.565916,11.362981,SJ7,1,-0.001401097,2.128321969,TLX3
11.783309,9.175059,SJ7,1,-0.001370579,2.61493785,TLX3
11.7033205,5.707559,SJ7,1,-0.006375538,-0.802303304,TLX3
12.808112,8.779511,SJ7,1,-0.002804927,1.429562428,TLX3
8.449245,12.964041,SJ7,1,0.002856171,4.83806492,TLX3
9.281832,6.5606084,SJ7,1,-0.003262697,0.219019593,TLX3
12.786594,7.6801543,SJ7,1,-0.001248506,3.652282986,TLX3
11.086601,11.470872,SJ7,1,-0.000455037,3.707498932,TLX3
9.552385,14.050269,SJ7,1,0.00879193,6.627242512,TLX3
8.907119,12.738355,SJ7,1,0.002291587,2.658384534,TLX3
8.895635,6.782353,SJ7,1,-0.005215852,-0.125284288,TLX3
10.974422,7.5179243,SJ7,1,-0.004407124,-0.306450852,TLX3
9.359886,13.541388,SJ7,1,0.004351555,6.34634865,TLX3
8.82853,12.890223,SJ7,1,-0.003262697,1.00910208,TLX3
10.331071,5.18638,SJ7,1,-0.004666527,-0.55871964,TLX3
12.310797,12.458353,SJ7,1,0.000338432,3.203074908,TLX3
9.834547,5.779186,SJ7,1,-0.005978803,-1.073422766,TLX3
11.282645,6.9361258,SJ7,1,-0.004300311,-0.104327936,TLX3
10.74011,13.334214,SJ7,1,0.004046374,3.92444523,TLX3
10.808814,12.697496,SJ7,1,-0.000180375,1.802012714,TLX3
8.665014,12.093716,SJ7,1,0.000262137,1.666367506,TLX3
10.785211,13.334165,SJ7,1,0.004534663,5.71830543,TLX3
8.78597,5.7612295,SJ7,1,-0.004300311,0.339768576,TLX3
10.238511,13.030787,SJ7,1,-0.000699182,2.95893388,TLX3
10.046734,5.9872036,SJ7,1,-0.005429478,-0.2181915,TLX3
9.519546,12.994688,SJ7,1,-0.002164048,1.57952301,TLX3
9.527641,11.321296,SJ7,1,-0.00213353,0.864268848,TLX3
12.273,9.923502,SJ7,1,-0.000622886,2.215502016,TLX3
10.197339,12.862797,SJ7,1,1.80E-05,3.353497368,TLX3
12.3231325,9.407984,SJ7,1,-8.88E-05,1.875619872,TLX3
10.56327,11.38722,SJ7,1,-0.000653404,2.538335605,TLX3
12.143434,12.929231,SJ7,1,0.0010556,3.665251148,TLX3
10.178047,13.127989,SJ7,1,0.000231619,2.477020125,TLX3
11.944476,13.078486,SJ7,1,-0.000348224,2.191289971,TLX3
12.53203,11.567742,SJ7,1,0.001650708,4.065018172,TLX3
9.873548,8.709451,SJ7,1,0.000628353,3.70589857,TLX3
11.574441,7.0408545,SJ7,1,-0.005322665,-0.064830375,TLX3
10.513062,6.0978537,SJ7,1,-0.007382633,-0.58596447,TLX3
8.214372,10.906051,SJ7,1,-0.008694909,-0.539857707,TLX3
12.4790535,7.597486,SJ7,1,-0.001019621,1.700630001,TLX3
12.4034605,7.4269514,SJ7,1,-0.005124298,-0.526514484,TLX3
11.751819,9.602443,SJ7,1,-0.002377674,0.93772259,TLX3
10.685148,11.308865,SJ7,1,0.001742262,4.99557382,TLX3
8.496669,13.077191,SJ7,1,0.000460504,1.935392868,TLX3
11.733715,11.211697,SJ7,1,0.0033292,3.569402728,TLX3
10.164195,8.780207,SJ7,1,-0.000241411,1.5514227,TLX3
8.820039,6.9675107,SJ7,1,-0.005765177,-0.58804944,TLX3
13.358911,10.399475,SJ7,1,0.000155324,2.803656492,TLX3
10.459922,10.39815,SJ7,1,-0.00274389,1.79575985,TLX3
11.480079,5.7904596,SJ7,1,-0.007046935,-0.818849886,TLX3
8.515951,13.618365,SJ7,1,0.004183705,2.12599984,TLX3
10.730996,12.215105,SJ7,1,-0.003522101,1.020160362,TLX3
10.251325,13.284733,SJ7,1,-0.000149857,5.113028144,TLX3
9.188826,7.4136314,SJ7,1,-0.006161911,-0.51789606,TLX3
10.833198,13.0181465,SJ7,1,0.00660989,9.77729085,TLX3
10.042924,12.374889,SJ7,1,0.000170583,5.049474169,TLX3
10.315375,5.329538,SJ7,1,-0.005765177,-0.367465162,TLX3
10.537621,6.799057,SJ7,1,-0.005627846,-0.955533229,TLX3
11.083861,12.954137,SJ7,1,-0.000821254,5.964802709,TLX3
10.910277,10.302656,SJ7,1,-0.001950421,2.211668388,TLX3
12.378028,10.038851,SJ7,1,-0.003354251,0.276503332,TLX3
13.377479,8.543434,SJ7,1,-0.001614723,3.183491163,TLX3
11.7392,11.3041,SJ7,1,-0.001919903,0.757040868,TLX3
11.450384,13.488117,SJ7,1,0.004076892,8.012314756,TLX3
11.807429,8.345184,SJ7,1,-0.002499746,0.093155834,TLX3
9.19137,14.034935,SJ7,1,0.001330268,3.986713437,TLX3
10.627909,13.1823435,SJ7,1,-0.000577109,1.416257661,TLX3
12.848262,6.9182553,SJ7,1,-0.003140625,0.424535135,TLX3
10.393896,7.164892,SJ7,1,-0.004971708,-0.235578336,TLX3
9.33271,14.159201,SJ7,1,0.004549922,5.6611836,TLX3
11.668283,6.033449,SJ7,1,-0.004666527,0.0226422,TLX3
9.748628,6.838147,SJ7,1,-0.004788599,-0.106043808,TLX3
11.972031,8.927874,SJ7,1,-0.002820186,0.746704959,TLX3
8.344602,11.018196,SJ7,1,-0.003155884,0.323726455,TLX3
9.799927,6.111717,SJ7,1,-0.007107971,-1.037882423,TLX3
10.718516,14.363973,SJ7,1,0.004549922,16.60527892,TLX3
13.021945,10.5377655,SJ7,1,-0.002316638,0.292118538,TLX3
8.510761,12.025526,SJ7,1,-0.00103488,0.970681118,TLX3
9.648279,14.1505165,SJ7,1,0.004885621,1.427006716,TLX3
11.638042,13.3384285,SJ7,1,0.004183705,5.710802864,TLX3
11.009716,12.793046,SJ7,1,0.002505213,6.758197828,TLX3
7.754358,10.726652,SJ7,1,-0.004346088,-0.211067974,TLX3
11.778036,7.351568,SJ7,1,-0.004742822,-0.47221251,TLX3
10.721444,13.575136,SJ7,1,0.002108478,2.638417736,TLX3
13.079775,10.948349,SJ7,1,0.0009335,3.387031197,TLX3
12.042985,7.2086763,SJ7,1,-0.006909603,-1.009674315,TLX3
9.977224,13.604957,SJ7,1,0.013339119,16.8223464,TLX3
11.394256,6.25723,SJ7,1,-0.00446816,-0.151273925,TLX3
10.893029,14.295252,SJ7,1,0.013247565,24.09587573,TLX3
10.658845,14.097915,SJ7,1,0.003054538,9.006043686,TLX3
12.256271,12.239337,SJ7,1,0.001269232,2.291862544,TLX3
7.849753,11.921294,SJ7,1,-0.006192429,0.152020647,TLX3
10.514274,5.115874,SJ7,1,-0.003659432,0.228667632,TLX3
12.39729,12.57434,SJ7,1,0.004031115,3.928071213,TLX3
9.289792,13.72078,SJ7,1,0.004733031,3.101281264,TLX3
9.220915,11.356837,SJ7,1,-0.003140625,1.043072505,TLX3
11.173886,12.195978,SJ7,1,-0.00228612,2.2822632,TLX3
11.004425,7.9999166,SJ7,1,-0.001233247,0.423292507,TLX3
11.264034,7.9748197,SJ7,1,-0.004788599,-0.333809857,TLX3
10.879353,8.656453,SJ7,1,-0.000638145,3.3103425,TLX3
11.866451,12.965843,SJ7,1,0.013674818,5.88387105,TLX3
10.667113,13.49932,SJ7,1,-2.78E-05,2.948197712,TLX3
9.553151,9.263831,SJ7,1,-0.003323733,0.568844364,TLX3
12.204948,10.382394,SJ7,1,0.00067413,3.020191083,TLX3
10.699454,5.576595,SJ7,1,-0.005887249,-0.63498325,TLX3
10.022289,14.04526,SJ7,1,0.00207796,3.35443365,TLX3
7.5381217,9.750349,SJ7,1,-0.00774885,-1.117114263,TLX3
10.842205,13.681142,SJ7,1,0.001284491,11.97352807,TLX3
9.907832,13.1578665,SJ7,1,-0.000668663,2.392589621,TLX3
11.261515,13.537995,SJ7,1,0.00021636,2.011618446,TLX3
8.045328,8.12124,SJ7,1,-0.005536291,-0.830778107,TLX3
12.058512,7.542465,SJ7,1,-0.007474187,-0.805076928,TLX3
10.592553,5.605555,SJ7,1,-0.005887249,-0.24256977,TLX3
11.06807,13.443101,SJ7,1,0.008456232,8.79703344,TLX3
8.130052,12.816426,SJ7,1,0.003420754,1.80423045,TLX3
10.639336,9.962802,SJ7,1,0.0009335,1.984206442,TLX3
8.659956,13.375937,SJ7,1,-0.001675759,1.374891968,TLX3
9.009821,13.591746,SJ7,1,0.003298682,3.44689581,TLX3
12.356049,12.277576,SJ7,1,0.003497049,2.855559255,TLX3
12.191821,11.091307,SJ7,1,-0.003232179,0.523105028,TLX3
10.603729,5.46819,SJ7,1,-0.00649761,-1.127439537,TLX3
9.881723,13.489352,SJ7,1,0.003725935,1.518637736,TLX3
9.547339,14.05518,SJ7,1,0.004351555,6.552550653,TLX3
9.715825,13.626051,SJ7,1,0.011569073,12.69154492,TLX3
12.380115,11.1171255,SJ7,1,0.001711744,2.747152046,TLX3
12.846926,7.416098,SJ7,1,-0.00368995,0.10223341,TLX3
11.9357395,10.011602,SJ7,1,-0.000210893,4.031231118,TLX3
7.484306,10.28271,SJ7,1,-0.006451833,-0.430631998,TLX3
11.430317,12.767148,SJ7,1,0.004336297,3.034409113,TLX3
11.15123,8.769039,SJ7,1,-0.001370579,1.527327416,TLX3
9.856039,9.215206,SJ7,1,-0.001309542,2.031954696,TLX3
9.48364,13.004376,SJ7,1,-0.001492651,3.272445923,TLX3
9.180405,13.302071,SJ7,1,0.00192537,1.642926672,TLX3
13.398416,9.451631,SJ7,1,-0.001309542,1.320935518,TLX3
10.149835,13.755343,SJ7,1,0.004549922,5.585077787,TLX3
12.962638,9.95568,SJ7,1,-0.002530264,0.368554608,TLX3
8.437418,8.441137,SJ7,1,-0.004788599,-0.32114565,TLX3
9.453961,11.743422,SJ7,1,-0.001095916,3.823297082,TLX3
9.4260435,11.70232,SJ7,1,-0.001706277,1.91923865,TLX3
10.958428,6.7091236,SJ7,1,-0.004452901,-0.246563284,TLX3
12.91298,10.638004,SJ7,1,0.002505213,2.850700668,TLX3
11.790593,13.177162,SJ7,1,0.006869293,4.386435768,TLX3
12.891965,11.204517,SJ7,1,0.000887757,2.863359712,TLX3
9.127541,13.656959,SJ7,1,0.004733031,4.943209803,TLX3
13.057519,11.010277,SJ7,1,-0.001523169,1.52153379,TLX3
12.424285,11.662911,SJ7,1,0.0010403,1.4847664,TLX3
10.525974,13.819312,SJ7,1,0.0010709,8.093652032,TLX3
9.199074,9.274838,SJ7,1,-0.001645241,1.21441617,TLX3
11.950318,7.5991216,SJ7,1,-0.008939053,-1.05621957,TLX3
8.660051,12.389485,SJ7,1,-2.78E-05,1.720704972,TLX3
