UMAP1,UMAP2,Group,Sensitivity,Intensity_UpperQuartileIntensity_pBCL2,Intensity_MinIntensityEdge_BCL_2,subtype
5.7179294,-1.9776906,SJ49,0,-0.069132308,-0.004075668,TAL1 DP-like
5.633675,-0.71029836,SJ49,0,-0.011209066,-0.004075668,TAL1 DP-like
1.3300574,0.17522337,SJ49,0,0.053634142,-0.004075668,TAL1 DP-like
6.1127806,-1.7465895,SJ49,0,-0.069223861,-0.004075668,TAL1 DP-like
4.6383066,-1.9126943,SJ49,0,-0.029256667,-0.004075668,TAL1 DP-like
2.8759162,2.0470433,SJ49,0,0.132103664,0.002577266,TAL1 DP-like
5.735516,-1.5845953,SJ49,0,-0.071795011,-0.004075668,TAL1 DP-like
2.0860693,-0.66171414,SJ49,0,0.040992056,-0.004075668,TAL1 DP-like
5.934981,-0.41269994,SJ49,0,-0.019632036,-0.002427694,TAL1 DP-like
5.984937,-1.2207263,SJ49,0,-0.034860546,-0.004075668,TAL1 DP-like
5.96012,-0.7826094,SJ49,0,-0.024198304,-0.004075668,TAL1 DP-like
6.046406,-1.0738984,SJ49,0,-0.077833767,-0.004075668,TAL1 DP-like
5.4177136,-1.6816531,SJ49,0,-0.009072798,-0.004075668,TAL1 DP-like
6.4568815,-0.82308894,SJ49,0,0.009588992,-0.001817333,TAL1 DP-like
6.465185,-0.55436665,SJ49,0,-0.032052884,-0.004075668,TAL1 DP-like
-0.01506844,2.9505439,SJ49,0,0.182466065,-0.004075668,TAL1 DP-like
6.3750095,-1.0601408,SJ49,0,-0.076544384,-0.003770488,TAL1 DP-like
4.684289,-2.0984855,SJ49,0,-0.053232411,-0.004075668,TAL1 DP-like
6.2268844,-1.5225314,SJ49,0,-0.071516535,-0.004075668,TAL1 DP-like
4.7939115,-1.2456024,SJ49,0,-0.011598165,-0.004075668,TAL1 DP-like
4.58472,-2.0223405,SJ49,0,-0.050218752,-0.004075668,TAL1 DP-like
5.2807746,-1.8847889,SJ49,0,-0.058153445,-0.004075668,TAL1 DP-like
0.57117164,0.39895165,SJ49,0,0.110012417,-0.004075668,TAL1 DP-like
6.2642846,-1.1307012,SJ49,0,-0.059126208,-0.004075668,TAL1 DP-like
0.9595147,0.9721593,SJ49,0,0.095825342,-0.004075668,TAL1 DP-like
6.081941,-0.9959893,SJ49,0,-0.092661718,-0.003709451,TAL1 DP-like
6.8121667,-0.6971173,SJ49,0,-0.10975183,-0.003831524,TAL1 DP-like
4.4107876,-1.9287236,SJ49,0,0.014925835,-0.004075668,TAL1 DP-like
5.207851,-2.0210586,SJ49,0,-0.002122315,-0.004075668,TAL1 DP-like
5.2611723,-0.87852716,SJ49,0,-0.085688348,-0.004075668,TAL1 DP-like
5.4324703,-1.1456798,SJ49,0,0.0126942,-0.004075668,TAL1 DP-like
1.9231755,1.2854996,SJ49,0,0.166764533,-0.003831524,TAL1 DP-like
4.1472354,-0.119842924,SJ49,0,0.028914546,-0.00248873,TAL1 DP-like
4.6970844,1.4522862,SJ49,0,0.035247033,-0.002977018,TAL1 DP-like
6.248357,-1.7001497,SJ49,0,-0.052080358,-0.004075668,TAL1 DP-like
4.417755,-1.6198215,SJ49,0,-0.001443284,-0.004075668,TAL1 DP-like
5.2237654,-1.5207996,SJ49,0,-0.009507681,-0.004075668,TAL1 DP-like
5.589081,-1.5684571,SJ49,0,0.036364739,-0.004075668,TAL1 DP-like
5.957869,0.66681176,SJ49,0,-0.075998867,-0.004075668,TAL1 DP-like
1.3096554,-0.16971894,SJ49,0,0.073360247,-0.003648415,TAL1 DP-like
5.501505,-1.2362456,SJ49,0,0.025141743,-0.00389256,TAL1 DP-like
3.0816154,1.0794252,SJ49,0,0.019598906,-0.004075668,TAL1 DP-like
3.12377,0.3355668,SJ49,0,0.050208514,-0.003221163,TAL1 DP-like
0.9952281,0.08581716,SJ49,0,0.042792623,-0.004075668,TAL1 DP-like
4.9958363,-1.092702,SJ49,0,-0.047914638,-0.004014668,TAL1 DP-like
4.976983,-0.65302753,SJ49,0,-0.049204032,-0.004075668,TAL1 DP-like
5.713426,-1.3288018,SJ49,0,-0.01052622,-0.004075668,TAL1 DP-like
6.3035245,0.13273987,SJ49,0,-0.095545674,-0.003953596,TAL1 DP-like
2.3791463,-0.10094365,SJ49,0,0.083175612,-0.004075668,TAL1 DP-like
6.2682557,-0.9908962,SJ49,0,-0.046342956,-0.004075668,TAL1 DP-like
4.097623,-1.7383764,SJ49,0,0.023154264,-0.004075668,TAL1 DP-like
5.261363,-1.9904042,SJ49,0,-0.095438863,-0.004075668,TAL1 DP-like
5.145757,-1.5391988,SJ49,0,-0.010869554,-0.004075668,TAL1 DP-like
1.9311466,0.27926362,SJ49,0,0.131752705,-0.004075668,TAL1 DP-like
5.85778,0.9741157,SJ49,0,-0.104109804,-0.004075668,TAL1 DP-like
4.6010404,-1.7476467,SJ49,0,-0.017198226,-0.003465307,TAL1 DP-like
6.000984,-0.5695503,SJ49,0,-0.000977899,-0.003770488,TAL1 DP-like
1.8538601,-0.5620215,SJ49,0,0.039847617,-0.004075668,TAL1 DP-like
6.0419135,-1.013085,SJ49,0,-0.039567957,-0.003770488,TAL1 DP-like
3.2735825,-0.023505045,SJ49,0,0.005594944,-0.004075668,TAL1 DP-like
5.4114933,-1.459792,SJ49,0,-0.050722296,-0.004075668,TAL1 DP-like
3.8531156,4.5854826,SJ49,0,0.038314079,-0.004075668,TAL1 DP-like
6.032877,-1.0095737,SJ49,0,-0.058695132,-0.003953596,TAL1 DP-like
0.33407536,0.9264929,SJ49,0,0.220964586,-0.001573188,TAL1 DP-like
3.7805278,-1.9309776,SJ49,0,0.019568389,-0.004075668,TAL1 DP-like
5.2445707,-1.5004853,SJ49,0,-0.035692161,-0.004075668,TAL1 DP-like
6.4638357,-0.56422096,SJ49,0,-0.044298249,-0.004075668,TAL1 DP-like
6.255389,-1.4375191,SJ49,0,-0.069185714,-0.004075668,TAL1 DP-like
-0.9372066,1.6931539,SJ49,0,0.178903078,-0.004075668,TAL1 DP-like
4.8570514,-2.0505564,SJ49,0,-0.016229282,-0.004075668,TAL1 DP-like
4.870248,-1.3475082,SJ49,0,0.007933383,-0.004075668,TAL1 DP-like
3.5254178,-0.8407308,SJ49,0,0.00727724,-0.004075668,TAL1 DP-like
4.581414,-1.8127711,SJ49,0,0.013602113,-0.004075668,TAL1 DP-like
2.8818238,0.8879118,SJ49,0,0.096302187,-0.00389256,TAL1 DP-like
5.2403197,-1.5276822,SJ49,0,-0.026201053,-0.004075668,TAL1 DP-like
2.8842835,0.72375363,SJ49,0,0.041335379,-0.004075668,TAL1 DP-like
6.4043293,-1.2664632,SJ49,0,-0.100115756,-0.004075668,TAL1 DP-like
2.55524,-0.81808877,SJ49,0,0.044349042,-0.003099091,TAL1 DP-like
6.5764527,-1.0934799,SJ49,0,-0.081095378,-0.003831524,TAL1 DP-like
2.5657291,0.56971174,SJ49,0,0.1024859,-0.004075668,TAL1 DP-like
5.2986474,-1.5269748,SJ49,0,-0.044748391,-0.004075668,TAL1 DP-like
4.6287704,-1.5567046,SJ49,0,-4.71E-05,-0.004075668,TAL1 DP-like
5.4988055,-1.1219875,SJ49,0,-0.01436768,-0.004075668,TAL1 DP-like
6.0475245,-0.88086873,SJ49,0,-0.052286352,-0.004075668,TAL1 DP-like
6.2513165,-1.5836048,SJ49,0,-0.071943785,-0.004075668,TAL1 DP-like
5.3339434,-1.3217075,SJ49,0,-0.020684908,-0.004075668,TAL1 DP-like
6.175703,-0.7820647,SJ49,0,-0.042726571,-0.004075668,TAL1 DP-like
6.3696256,-0.8774494,SJ49,0,-0.072428251,-0.004075668,TAL1 DP-like
6.053351,-1.799377,SJ49,0,-0.085268723,-0.004075668,TAL1 DP-like
3.6456075,-0.30541512,SJ49,0,0.037879204,-0.004075668,TAL1 DP-like
6.693642,-0.11874077,SJ49,0,-0.087336327,-0.003709451,TAL1 DP-like
5.358658,-0.44105607,SJ49,0,0.00041831,-0.002244585,TAL1 DP-like
6.226431,-1.5857768,SJ49,0,-0.07905067,-0.004075668,TAL1 DP-like
3.0227993,-0.3890461,SJ49,0,0.074195673,-0.004075668,TAL1 DP-like
6.732921,-0.80308074,SJ49,0,-0.106211732,-0.004075668,TAL1 DP-like
4.152577,-1.582796,SJ49,0,0.014124726,-0.003526343,TAL1 DP-like
5.556073,-1.7051263,SJ49,0,-0.102694529,-0.004075668,TAL1 DP-like
3.6141267,-0.8443099,SJ49,0,0.007845645,-0.003160127,TAL1 DP-like
5.1313324,-1.7302158,SJ49,0,0.010763918,-0.004075668,TAL1 DP-like
3.3066454,-0.36544228,SJ49,0,0.033209955,-0.003160127,TAL1 DP-like
5.0137277,0.8802145,SJ49,0,-0.068914863,-0.004075668,TAL1 DP-like
1.2093555,-0.03652262,SJ49,0,0.080299293,-0.003770488,TAL1 DP-like
5.3421373,-2.112205,SJ49,0,-0.06898735,-0.004075668,TAL1 DP-like
1.344437,0.60055643,SJ49,0,0.189523359,-0.004014668,TAL1 DP-like
6.4828014,-1.4270643,SJ49,0,-0.075499142,-0.004075668,TAL1 DP-like
4.31723,-1.4368628,SJ49,0,-0.02242444,-0.00389256,TAL1 DP-like
6.0274158,-1.7882485,SJ49,0,-0.068354095,-0.004075668,TAL1 DP-like
6.2906213,-0.7859105,SJ49,0,-0.066179688,-0.003648415,TAL1 DP-like
4.976852,-1.9270899,SJ49,0,-0.049608389,-0.004075668,TAL1 DP-like
5.5015635,-1.3680764,SJ49,0,-0.011895711,-0.003953596,TAL1 DP-like
2.6419346,-0.46488416,SJ49,0,0.028815364,-0.004075668,TAL1 DP-like
6.48602,0.29860908,SJ49,0,-0.067221115,-0.004075668,TAL1 DP-like
3.591986,0.24346921,SJ49,0,0.039977317,-0.004075668,TAL1 DP-like
3.1813648,0.044951823,SJ49,0,0.05768541,-0.004075668,TAL1 DP-like
4.657746,-2.0888305,SJ49,0,-0.014745338,-0.004075668,TAL1 DP-like
4.0303364,-1.8445694,SJ49,0,-0.015794399,-0.004075668,TAL1 DP-like
6.336982,-0.8098254,SJ49,0,-0.09666721,-0.004075668,TAL1 DP-like
5.832821,-0.37437978,SJ49,0,-0.103495623,-0.004075668,TAL1 DP-like
6.6532025,-0.761515,SJ49,0,-0.085283982,-0.004075668,TAL1 DP-like
4.9507113,-2.0780363,SJ49,0,-0.02272963,-0.004075668,TAL1 DP-like
5.1134143,-1.9919198,SJ49,0,-0.051729391,-0.003404271,TAL1 DP-like
0.8240109,0.49568102,SJ49,0,0.096511995,-0.004075668,TAL1 DP-like
3.4758976,-0.81125504,SJ49,0,0.050681536,-0.004075668,TAL1 DP-like
5.827357,-1.9237146,SJ49,0,-0.0985517,-0.004014668,TAL1 DP-like
6.153236,-1.6621162,SJ49,0,-0.066954086,-0.004075668,TAL1 DP-like
3.3524048,-1.1142205,SJ49,0,0.055602556,-0.002977018,TAL1 DP-like
3.653978,-1.6484209,SJ49,0,0.006350254,-0.004075668,TAL1 DP-like
6.497909,-1.406589,SJ49,0,-0.061819429,-0.004075668,TAL1 DP-like
5.583652,-0.84056646,SJ49,0,-0.047449241,-0.004075668,TAL1 DP-like
6.6857905,-0.33592212,SJ49,0,-0.093459005,-0.004075668,TAL1 DP-like
4.5129905,-1.4178965,SJ49,0,0.019377654,-0.003465307,TAL1 DP-like
6.4434505,0.337664,SJ49,0,-0.091372336,-0.003465307,TAL1 DP-like
6.206586,-0.85751754,SJ49,0,-0.029130782,-0.004075668,TAL1 DP-like
6.2303963,-0.39060187,SJ49,0,-0.078043575,-0.004075668,TAL1 DP-like
6.1708655,-1.3833859,SJ49,0,-0.060839037,-0.004075668,TAL1 DP-like
5.7786217,-1.6390051,SJ49,0,-0.029832701,-0.004075668,TAL1 DP-like
6.224597,-0.7867969,SJ49,0,-0.034280705,-0.004075668,TAL1 DP-like
-0.04101652,1.7127062,SJ49,0,0.207712126,-0.004075668,TAL1 DP-like
5.99718,-1.7096801,SJ49,0,-0.079207073,-0.004075668,TAL1 DP-like
5.636451,-1.7381006,SJ49,0,-0.020890916,-0.004075668,TAL1 DP-like
-0.42654496,0.9341494,SJ49,0,0.055831437,-0.004075668,TAL1 DP-like
0.43338552,2.8830688,SJ49,0,0.169885015,-0.004075668,TAL1 DP-like
6.0647373,-0.89385676,SJ49,0,-0.040445353,-0.004075668,TAL1 DP-like
2.2494605,1.0708386,SJ49,0,0.148396482,-0.001145936,TAL1 DP-like
6.2174335,-1.1003735,SJ49,0,-0.022340516,-0.004075668,TAL1 DP-like
5.0085306,-1.3420923,SJ49,0,-0.018697428,-0.003709451,TAL1 DP-like
3.764132,-1.2280875,SJ49,0,0.033171808,-0.004075668,TAL1 DP-like
6.3123975,-0.73676497,SJ49,0,-0.06764455,-0.003404271,TAL1 DP-like
1.2074835,0.3474018,SJ49,0,0.122936805,-0.004075668,TAL1 DP-like
5.137979,-1.3654783,SJ49,0,-0.085520501,-0.004075668,TAL1 DP-like
5.777228,-0.6111695,SJ49,0,-0.057749073,-0.004075668,TAL1 DP-like
6.137814,-1.6530129,SJ49,0,-0.067667442,-0.004075668,TAL1 DP-like
5.4562907,-0.31165832,SJ49,0,-0.031366231,-0.004075668,TAL1 DP-like
-0.62089854,1.5507125,SJ49,0,0.131195759,-0.004075668,TAL1 DP-like
5.7947016,-1.8062885,SJ49,0,-0.056123997,-0.004075668,TAL1 DP-like
4.5605,-1.4732378,SJ49,0,-0.020765028,-0.004075668,TAL1 DP-like
5.140096,-0.29235864,SJ49,0,0.027861667,-0.003953596,TAL1 DP-like
6.210882,-0.33859798,SJ49,0,0.035727685,-0.003343235,TAL1 DP-like
6.7104645,-0.77696687,SJ49,0,-0.108821029,-0.004075668,TAL1 DP-like
5.3341017,-1.4894276,SJ49,0,0.012430971,-0.004075668,TAL1 DP-like
1.089322,1.8997725,SJ49,0,0.210397725,-0.003465307,TAL1 DP-like
5.3280263,-1.6447475,SJ49,0,-0.045190899,-0.004075668,TAL1 DP-like
4.5178227,0.034814015,SJ49,0,0.03553695,-0.004075668,TAL1 DP-like
4.3921676,-2.0281944,SJ49,0,-0.014241791,-0.004075668,TAL1 DP-like
5.3475394,-1.8175647,SJ49,0,-0.036504711,-0.004075668,TAL1 DP-like
6.404653,-0.89455557,SJ49,0,-0.086741219,-0.004075668,TAL1 DP-like
5.562507,-1.5348324,SJ49,0,-0.002061273,-0.004075668,TAL1 DP-like
4.4126525,-1.6782764,SJ49,0,-0.02476289,-0.004075668,TAL1 DP-like
5.717763,-1.7889096,SJ49,0,-0.061594347,-0.004075668,TAL1 DP-like
4.554167,-1.6425534,SJ49,0,-0.019983003,-0.004075668,TAL1 DP-like
1.2278543,0.40466797,SJ49,0,0.12800662,-0.003587379,TAL1 DP-like
3.2642176,-1.0624994,SJ49,0,0.039046531,-0.003770488,TAL1 DP-like
5.982725,-0.41996402,SJ49,0,-0.047929897,-0.004075668,TAL1 DP-like
4.8174553,-2.0206902,SJ49,0,-0.010217229,-0.004075668,TAL1 DP-like
3.5035834,-1.290019,SJ49,0,0.023623472,-0.000474539,TAL1 DP-like
3.2112625,-1.2140145,SJ49,0,0.011847322,-0.004075668,TAL1 DP-like
6.254018,-1.6305084,SJ49,0,-0.065592217,-0.004014668,TAL1 DP-like
4.1211276,-1.8833339,SJ49,0,-0.017358447,-0.003953596,TAL1 DP-like
6.2826843,-0.7061336,SJ49,0,-0.024102936,-0.004075668,TAL1 DP-like
6.419616,-1.1759329,SJ49,0,-0.106501649,-0.004075668,TAL1 DP-like
4.9558554,-2.0207314,SJ49,0,-0.023889313,-0.004075668,TAL1 DP-like
4.5025597,-2.030052,SJ49,0,-0.01016382,-0.004075668,TAL1 DP-like
4.886142,-1.9234287,SJ49,0,-0.00492234,-0.004075668,TAL1 DP-like
1.393554,1.3484505,SJ49,0,0.106285398,-0.003953596,TAL1 DP-like
1.5621364,0.3542745,SJ49,0,0.076225137,-0.003709451,TAL1 DP-like
5.5619597,-0.9261906,SJ49,0,-0.057642261,-0.004075668,TAL1 DP-like
2.416458,-0.92939484,SJ49,0,0.028613178,-0.004075668,TAL1 DP-like
5.680445,-1.2726967,SJ49,0,-0.033937375,-0.004075668,TAL1 DP-like
5.3350506,-1.6820332,SJ49,0,-0.020955766,-0.004075668,TAL1 DP-like
6.8002925,-0.57546794,SJ49,0,-0.077948208,-0.003648415,TAL1 DP-like
5.9021077,-1.0091252,SJ49,0,-0.020669649,-0.004075668,TAL1 DP-like
6.115496,-0.81853205,SJ49,0,-0.074892583,-0.001451116,TAL1 DP-like
4.9894223,-1.5041832,SJ49,0,-0.006097297,-0.003953596,TAL1 DP-like
5.8106737,-1.2554774,SJ49,0,-0.087458397,-0.003831524,TAL1 DP-like
6.516721,-0.9042754,SJ49,0,-0.07502229,-0.004075668,TAL1 DP-like
5.759281,-1.6902143,SJ49,0,-0.054342503,-0.003648415,TAL1 DP-like
3.6944323,-1.6984693,SJ49,0,-0.004510353,-0.003587379,TAL1 DP-like
5.7144675,-1.4246426,SJ49,0,-0.04526339,-0.004075668,TAL1 DP-like
4.007997,-0.7481733,SJ49,0,0.008291965,-0.004075668,TAL1 DP-like
6.1218033,2.2692168,SJ49,0,-0.06400528,-0.004075668,TAL1 DP-like
3.4837785,-1.1350602,SJ49,0,0.01212198,-0.004075668,TAL1 DP-like
5.564232,-1.1033926,SJ49,0,-0.040399576,-0.004075668,TAL1 DP-like
5.807112,-0.69642085,SJ49,0,-0.066820572,-0.00389256,TAL1 DP-like
5.5073028,-1.5980781,SJ49,0,-0.058801944,-0.004075668,TAL1 DP-like
1.1857625,-0.030405127,SJ49,0,0.090339725,-0.004014668,TAL1 DP-like
0.11175321,4.663846,SJ49,0,0.240183329,-0.003770488,TAL1 DP-like
0.5429678,2.3307967,SJ49,0,0.270354231,-0.003343235,TAL1 DP-like
5.101529,-1.8872797,SJ49,0,-0.01851813,-0.004075668,TAL1 DP-like
5.607801,-1.7350155,SJ49,0,-0.040613199,-0.004075668,TAL1 DP-like
4.4654255,-1.4855909,SJ49,0,-0.008294592,-0.004075668,TAL1 DP-like
6.216177,-0.17890505,SJ49,0,-0.063425432,-0.004075668,TAL1 DP-like
6.45564,-0.38603213,SJ49,0,-0.103365923,-0.002427694,TAL1 DP-like
4.9295135,-1.91258,SJ49,0,-0.028879012,-0.004075668,TAL1 DP-like
6.1257753,-0.22998512,SJ49,0,-0.091044264,-0.003831524,TAL1 DP-like
4.158864,-1.6839583,SJ49,0,0.011763399,-0.004075668,TAL1 DP-like
1.3133932,-0.023657775,SJ49,0,0.072131907,-0.004075668,TAL1 DP-like
4.739632,-1.8416493,SJ49,0,-0.064173127,-0.004075668,TAL1 DP-like
5.9791718,-0.78249353,SJ49,0,-0.032724286,-0.004075668,TAL1 DP-like
6.0979404,-1.4280838,SJ49,0,-0.05581118,-0.004075668,TAL1 DP-like
4.4513307,-1.7242237,SJ49,0,-0.003442223,-0.004075668,TAL1 DP-like
6.077732,-1.2882596,SJ49,0,-0.04532824,-0.004075668,TAL1 DP-like
1.4129876,-0.2518265,SJ49,0,0.071372752,-0.004014668,TAL1 DP-like
4.951838,-1.3557934,SJ49,0,-0.049524466,-0.004014668,TAL1 DP-like
6.5613627,-1.2738417,SJ49,0,-0.05840903,-0.003587379,TAL1 DP-like
5.812743,-0.7929828,SJ49,0,-0.064196015,-0.003770488,TAL1 DP-like
5.106048,-1.895892,SJ49,0,-0.005341972,-0.003587379,TAL1 DP-like
5.746599,-1.4301453,SJ49,0,-0.020333956,-0.004075668,TAL1 DP-like
6.3464155,-0.51150185,SJ49,0,-0.065988953,-0.004075668,TAL1 DP-like
5.5028677,1.4258645,SJ49,0,-0.033166791,-0.003221163,TAL1 DP-like
1.3004541,1.4372735,SJ49,0,0.231592496,-0.003038054,TAL1 DP-like
2.1434345,0.26918945,SJ49,0,0.06183589,-0.004075668,TAL1 DP-like
5.3799677,-2.057686,SJ49,0,-0.060724581,-0.004075668,TAL1 DP-like
5.222624,-1.44801,SJ49,0,-0.020856584,-0.004075668,TAL1 DP-like
6.2890496,-0.6796349,SJ49,0,-0.015222187,-0.004075668,TAL1 DP-like
4.31573,-2.0345314,SJ49,0,-0.042108575,-0.004075668,TAL1 DP-like
5.291596,1.1812538,SJ49,0,-0.058496768,-0.003404271,TAL1 DP-like
3.9832096,-1.9512028,SJ49,0,-0.036310146,-0.004075668,TAL1 DP-like
5.511425,-1.6285223,SJ49,0,0.009756838,-0.004075668,TAL1 DP-like
5.494985,-1.4802132,SJ49,0,-0.017312671,-0.004075668,TAL1 DP-like
5.120487,-2.104756,SJ49,0,-0.044183815,-0.004075668,TAL1 DP-like
-1.1346756,1.7830235,SJ49,0,0.197061335,-0.004075668,TAL1 DP-like
6.1886215,-0.8251153,SJ49,0,-0.054224248,-0.004014668,TAL1 DP-like
3.505191,-0.088936694,SJ49,0,0.038787132,-0.004075668,TAL1 DP-like
3.1358416,0.44636387,SJ49,0,0.063438063,-0.00248873,TAL1 DP-like
5.7658124,-1.820685,SJ49,0,-0.070269103,-0.004075668,TAL1 DP-like
6.1331787,-1.7045699,SJ49,0,-0.080897013,-0.003770488,TAL1 DP-like
2.3103845,-0.7103901,SJ49,0,0.063476217,-0.004075668,TAL1 DP-like
5.5767636,-1.2225417,SJ49,0,-0.058840106,-0.004014668,TAL1 DP-like
5.328196,-1.3868861,SJ49,0,-0.087656761,-0.004075668,TAL1 DP-like
1.1303049,0.20609444,SJ49,0,0.084197973,-0.004075668,TAL1 DP-like
5.4725204,-1.1525648,SJ49,0,-0.021608079,-0.004075668,TAL1 DP-like
3.353397,2.4916677,SJ49,0,0.119438676,-0.004075668,TAL1 DP-like
3.138771,0.07321892,SJ49,0,0.12778536,-0.004075668,TAL1 DP-like
4.199329,-2.1562307,SJ49,0,-0.025106213,-0.00389256,TAL1 DP-like
4.8442564,-1.6291857,SJ49,0,-0.028699717,-0.004075668,TAL1 DP-like
4.6421337,-2.0636554,SJ49,0,0.002237951,-0.004075668,TAL1 DP-like
6.4602246,-1.3492305,SJ49,0,-0.065714291,-0.004075668,TAL1 DP-like
6.087793,-0.9503434,SJ49,0,-0.059721312,-0.004075668,TAL1 DP-like
5.18837,-0.9805296,SJ49,0,-0.02487352,-0.004075668,TAL1 DP-like
2.4357278,-0.96295875,SJ49,0,0.032370692,-0.003953596,TAL1 DP-like
1.3029772,-0.274299,SJ49,0,0.059974288,-0.004075668,TAL1 DP-like
4.223882,-1.9876693,SJ49,0,-0.019284899,-0.004075668,TAL1 DP-like
3.8472388,-0.104936235,SJ49,0,0.034449739,-0.004075668,TAL1 DP-like
5.685774,0.22629008,SJ49,0,-0.076807598,-0.004075668,TAL1 DP-like
4.8655486,1.7976111,SJ49,0,-0.018312136,-0.004075668,TAL1 DP-like
6.4857903,-0.8263268,SJ49,0,-0.103388811,-0.004075668,TAL1 DP-like
4.025426,-1.9269842,SJ49,0,-0.027990169,-0.004075668,TAL1 DP-like
5.001684,-2.050967,SJ49,0,-0.015390033,-0.004075668,TAL1 DP-like
6.481725,-0.3855585,SJ49,0,-0.078600528,-0.004075668,TAL1 DP-like
6.0783525,-0.8242016,SJ49,0,-0.048631812,-0.004075668,TAL1 DP-like
6.210328,-0.6910737,SJ49,0,-0.04909722,-0.004075668,TAL1 DP-like
6.787169,-0.89082825,SJ49,0,-0.098277042,-0.004075668,TAL1 DP-like
6.505447,-0.36705562,SJ49,0,-0.047525535,-0.002183549,TAL1 DP-like
4.929734,-1.1134316,SJ49,0,-0.020257662,-0.004075668,TAL1 DP-like
4.2925506,-1.9956278,SJ49,0,-0.028886637,-0.003709451,TAL1 DP-like
5.5239363,-0.9709834,SJ49,0,-0.042657907,-0.004075668,TAL1 DP-like
4.397465,-1.8292304,SJ49,0,-0.073195024,-0.004075668,TAL1 DP-like
5.070569,-2.0311415,SJ49,0,-0.028581458,-0.004075668,TAL1 DP-like
5.732289,-1.6926163,SJ49,0,-0.078428874,-0.004075668,TAL1 DP-like
5.3372173,0.38339975,SJ49,0,-0.063455957,-0.004075668,TAL1 DP-like
5.05238,0.50805527,SJ49,0,0.000464087,-0.004075668,TAL1 DP-like
4.867936,-1.2826207,SJ49,0,0.008875613,-0.004075668,TAL1 DP-like
6.685733,-0.18415773,SJ49,0,-0.076319302,-0.00389256,TAL1 DP-like
0.92011476,1.147739,SJ49,0,0.133301502,-0.004075668,TAL1 DP-like
3.172479,0.81659967,SJ49,0,0.050239017,-0.004075668,TAL1 DP-like
2.3271265,-0.33789903,SJ49,0,0.140755539,-0.004075668,TAL1 DP-like
5.5207186,-1.9190513,SJ49,0,-0.080523173,-0.003587379,TAL1 DP-like
6.5833025,-1.1010629,SJ49,0,-0.080027247,-0.004075668,TAL1 DP-like
4.886992,-2.099453,SJ49,0,-0.059023208,-0.004075668,TAL1 DP-like
5.1523147,-1.9316784,SJ49,0,-0.016839648,-0.004075668,TAL1 DP-like
1.5198708,1.2505996,SJ49,0,0.269190734,-0.004075668,TAL1 DP-like
5.9339414,-0.6425075,SJ49,0,0.014887688,-0.004075668,TAL1 DP-like
3.2642784,0.15057734,SJ49,0,0.028449123,-0.004075668,TAL1 DP-like
4.6084356,-1.4984461,SJ49,0,-0.012368749,-0.004075668,TAL1 DP-like
3.6066744,-1.1921048,SJ49,0,0.040526663,-0.003648415,TAL1 DP-like
5.5169067,-2.0920548,SJ49,0,-0.092722754,-0.004075668,TAL1 DP-like
5.2596703,-1.1068318,SJ49,0,-0.049467246,-0.003648415,TAL1 DP-like
5.361572,-2.074221,SJ49,0,-0.060495707,-0.004014668,TAL1 DP-like
4.901109,-2.1986535,SJ49,0,-0.046831245,-0.004075668,TAL1 DP-like
5.115346,-2.005916,SJ49,0,-0.064112092,-0.004075668,TAL1 DP-like
5.1149716,-1.3495436,SJ49,0,-0.061647764,-0.004075668,TAL1 DP-like
1.3057398,2.7317102,SJ49,0,0.116287684,-0.003953596,TAL1 DP-like
4.299202,-0.003007558,SJ49,0,0.016058808,-0.003282199,TAL1 DP-like
4.8833966,-1.9706166,SJ49,0,0.009222773,-0.004075668,TAL1 DP-like
6.4918075,-0.6698603,SJ49,0,-0.044214333,-0.004075668,TAL1 DP-like
4.7303386,-1.2149127,SJ49,0,-0.016030917,-0.004075668,TAL1 DP-like
4.156151,-1.6013805,SJ49,0,0.001387266,-0.004075668,TAL1 DP-like
2.2009287,-0.74889797,SJ49,0,0.081626838,-0.004075668,TAL1 DP-like
2.9510758,-1.0876418,SJ49,0,0.018546028,-0.004075668,TAL1 DP-like
2.5434628,0.6971224,SJ49,0,0.074256723,-0.004075668,TAL1 DP-like
5.3667073,-0.57398117,SJ49,0,-0.028405974,-0.004075668,TAL1 DP-like
-1.3793646,2.0727725,SJ49,0,0.272120451,-0.0010849,TAL1 DP-like
4.939958,-1.4920553,SJ49,0,0.007876163,-0.004075668,TAL1 DP-like
6.3840804,-1.5457867,SJ49,0,-0.062822702,-0.004075668,TAL1 DP-like
3.5347545,-1.7517662,SJ49,0,0.00300089,-0.004075668,TAL1 DP-like
5.795274,-1.0697145,SJ49,0,-0.073000474,-0.004075668,TAL1 DP-like
4.141773,1.7044837,SJ49,0,0.018355285,-0.004014668,TAL1 DP-like
4.3717527,0.50664294,SJ49,0,0.046782856,-0.004075668,TAL1 DP-like
5.0394464,-1.4974836,SJ49,0,-0.034402771,-0.00389256,TAL1 DP-like
6.7672505,-0.9743464,SJ49,0,-0.099787677,-0.004075668,TAL1 DP-like
4.763715,-1.460663,SJ49,0,-0.035303051,-0.004075668,TAL1 DP-like
6.169225,-1.2310883,SJ49,0,-0.09226499,-0.004075668,TAL1 DP-like
6.149574,0.22095965,SJ49,0,-0.076468079,-0.004075668,TAL1 DP-like
5.682958,-1.6704355,SJ49,0,-0.018075625,-0.004075668,TAL1 DP-like
